"Name","Status","Description","References","Phase","Votes","Comments"
CVE-1999-0865,Entry,"Buffer overflow in CommuniGatePro via a long string to the HTTP configuration port.","BID:860   |   URL:http://www.securityfocus.com/bid/860   |   BUGTRAQ:19991203 CommuniGatePro 3.1 for NT DoS   |   URL:http://marc.info/?l=bugtraq&m=94426440413027&w=2   |   NTBUGTRAQ:19991203 CommuniGatePro 3.1 for NT Buffer Overflow   |   URL:http://marc.info/?l=ntbugtraq&m=94454565726775&w=2   |   XF:communigate-pro-bo",,"",""
CVE-1999-0866,Entry,"Buffer overflow in UnixWare xauto program allows local users to gain root privilege.","BID:848   |   URL:http://www.securityfocus.com/bid/848   |   BUGTRAQ:19991203 UnixWare gain root with non-su/gid binaries   |   BUGTRAQ:19991215 Recent postings about SCO UnixWare 7   |   URL:http://marc.info/?l=bugtraq&m=94530783815434&w=2   |   BUGTRAQ:19991220 SCO OpenServer Security Status   |   URL:http://marc.info/?l=bugtraq&m=94581379905584&w=2   |   BUGTRAQ:19991223 FYI, SCO Security patches available.   |   URL:http://marc.info/?l=bugtraq&m=94606167110764&w=2   |   SCO:SB-99.24a   |   URL:ftp://ftp.sco.com/SSE/security_bulletins/SB-99.24a   |   XF:sco-xauto-bo",,"",""
CVE-1999-0867,Entry,"Denial of service in IIS 4.0 via a flood of HTTP requests with malformed headers.","BID:579   |   URL:http://www.securityfocus.com/bid/579   |   CIAC:J-058   |   URL:http://www.ciac.org/ciac/bulletins/j-058.shtml   |   MS:MS99-029   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-029   |   MSKB:Q238349   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q238349   |   XF:http-iis-malformed-header",,"",""
CVE-1999-0868,Entry,"ucbmail allows remote attackers to execute commands via shell metacharacters that are passed to it from INN.","CERT:CA-97.08   |   MISC:https://www.cs.ait.ac.th/joomla3/index.php/security-advisories?CERT/CA97/msg00027.shtml   |   XF:inn-ucbmail-shell-meta",,"",""
CVE-1999-0869,Entry,"Internet Explorer 3.x to 4.01 allows a remote attacker to insert malicious content into a frame of another web site, aka frame spoofing.","MS:MS98-020   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-020   |   MSKB:167614   |   XF:http-frame-spoof",,"",""
CVE-1999-0870,Entry,"Internet Explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.","MS:MS98-015   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-015   |   MSKB:169245   |   XF:ie-usp-cuartango",,"",""
CVE-1999-0871,Entry,"Internet Explorer 4.0 and 4.01 allow a remote attacker to read files via IE's cross frame security, aka the ""Cross Frame Navigate"" vulnerability.","MS:MS98-013   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-013   |   OSVDB:7837   |   URL:http://www.osvdb.org/7837   |   XF:ie-crossframe-file-read(3668)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/3668",,"",""
CVE-1999-0872,Candidate,"Buffer overflow in Vixie cron allows local users to gain root access via a long MAILTO environment variable in a crontab file.","BID:611   |   URL:http://www.securityfocus.com/bid/611   |   BID:759   |   URL:http://www.securityfocus.com/bid/759   |   REDHAT:RHSA-1999:030-02",Proposed (19991214),"   MODIFY(2) Cole, Frech  |     NOOP(1) Baker  |     REJECT(3) Blake, Christey, Stracener","Cole> 611 is the mail to listed above but 759 is for the mail from and  |    should be listed as a separate vulenrability.  |    Blake> This does not appear materially different from CVE-1999-0768  |    Christey> This is an apparent duplicate of CVE-1999-0768.  |    REDHAT:RHSA-1999:030-02 describes two issues, one of which is  |    CVE-1999-0768, and the other is CVE-1999-0769.  |    Stracener> This is a duplicate of candidate CVE-1999-0768.  |    Frech> XF:cron-sendmail-bo-root  |    Christey> BID:759 is improperly assigned to this candidate and doesn't  |    even describe it.  It may have been inadvertently copied  |    from CVE-1999-0873."
CVE-1999-0873,Entry,"Buffer overflow in Skyfull mail server via MAIL FROM command.","BID:759   |   URL:http://www.securityfocus.com/bid/759   |   XF:skyfull-mail-from-bo",,"",""
CVE-1999-0874,Entry,"Buffer overflow in IIS 4.0 allows remote attackers to cause a denial of service via a malformed request for files with .HTR, .IDC, or .STM extensions.","CERT:CA-99-07   |   CIAC:J-048   |   URL:http://www.ciac.org/ciac/bulletins/j-048.shtml   |   EEYE:AD06081999   |   URL:http://www.eeye.com/html/Research/Advisories/AD06081999.html   |   MS:MS99-019   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-019   |   MSKB:Q234905   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q234905   |   OVAL:oval:org.mitre.oval:def:915   |   URL:https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A915   |   XF:iis-htr-overflow",,"",""
CVE-1999-0875,Entry,"DHCP clients with ICMP Router Discovery Protocol (IRDP) enabled allow remote attackers to modify their default routes.","BID:578   |   URL:http://www.securityfocus.com/bid/578   |   L0PHT:19990811   |   MSKB:Q216141   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q216141   |   XF:irdp-gateway-spoof",,"",""
CVE-1999-0876,Entry,"Buffer overflow in Internet Explorer 4.0 via EMBED tag.","MSKB:Q176697   |   URL:http://support.microsoft.com/support/kb/articles/q176/6/97.asp   |   MSKB:Q185959   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q185959",,"",""
CVE-1999-0877,Entry,"Internet Explorer 5 allows remote attackers to read files via an ExecCommand method called on an IFRAME.","MS:MS99-042   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-042   |   MSKB:Q243638   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q243638   |   XF:ie-iframe-exec",,"",""
CVE-1999-0878,Entry,"Buffer overflow in WU-FTPD and related FTP servers allows remote attackers to gain root privileges via MAPPING_CHDIR.","AUSCERT:AA-1999.01   |   BID:599   |   URL:http://www.securityfocus.com/bid/599   |   CERT:CA-99-13   |   COMPAQ:SSRT0622   |   REDHAT:RHSA1999031_01   |   XF:wu-ftpd-dir-name",,"",""
CVE-1999-0879,Entry,"Buffer overflow in WU-FTPD and related FTP servers allows remote attackers to gain root privileges via macro variables in a message file.","CERT:CA-99-13   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0879   |   XF:wuftp-message-file-root",,"",""
CVE-1999-0880,Entry,"Denial of service in WU-FTPD via the SITE NEWER command, which does not free memory properly.","CERT:CA-99-13   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0880   |   XF:wuftp-site-newer-dos",,"",""
CVE-1999-0881,Entry,"Falcon web server allows remote attackers to read arbitrary files via a .. (dot dot) attack.","BID:743   |   URL:http://www.securityfocus.com/bid/743   |   BINDVIEW:Falcon Web Server   |   BUGTRAQ:19991025 Falcon Web Server   |   OSVDB:1127   |   URL:http://www.osvdb.org/1127   |   XF:falcon-path-parsing",,"",""
CVE-1999-0882,Candidate,"Falcon web server allows remote attackers to determine the absolute path of the web root via long file names.","BINDVIEW:Falcon Web Server   |   BUGTRAQ:19991025 Falcon Web Server   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0882",Proposed (19991214),"   ACCEPT(3) Baker, Blake, Stracener  |     MODIFY(1) Frech  |     NOOP(2) Armstrong, Cole","Frech> XF:falcon-server-long-filename"
CVE-1999-0883,Entry,"Zeus web server allows remote attackers to read arbitrary files by specifying the file name in an option to the search engine.","BID:742   |   URL:http://www.securityfocus.com/bid/742   |   BUGTRAQ:19991024 RFP9905: Zeus webserver remote root compromise   |   OSVDB:1126   |   URL:http://www.osvdb.org/1126   |   XF:zeus-remote-root(3380)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/3380",,"",""
CVE-1999-0884,Entry,"The Zeus web server administrative interface uses weak encryption for its passwords.","BID:742   |   URL:http://www.securityfocus.com/bid/742   |   BUGTRAQ:19991024 RFP9905: Zeus webserver remote root compromise   |   OSVDB:8186   |   URL:http://www.osvdb.org/8186   |   XF:zeus-weak-password(3833)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/3833",,"",""
CVE-1999-0885,Candidate,"Alibaba web server allows remote attackers to execute commands via a pipe character in a malformed URL.","BID:770   |   URL:http://www.securityfocus.com/bid/770   |   BUGTRAQ:19991103 More Alibaba Web Server problems...   |   URL:http://www.securityfocus.com/templates/archive.pike?list=1&date=1999-11-01&msg=01BF261F.928821E0.kerb@fnusa.com   |   XF:alibaba-url-file-manipulation",Modified (20000313),"   ACCEPT(2) Baker, Stracener  |     MODIFY(1) Frech  |     NOOP(5) Armstrong, Blake, Christey, Cole, LeBlanc","Christey> This candidate is unconfirmed by the vendor.  |    Blake> Same as CVE-1999-0776.  |    Frech> XF:alibaba-url-file-manipulation  |    Christey> CD:SF-LOC and CD:SF-EXEC may say to merge this candidate with  |    the problems described in:  |    BUGTRAQ:20000718 Multiple bugs in Alibaba 2.0  |    URL:http://archives.neohapsis.com/archives/bugtraq/2000-07/0237.html  |      |    If so, then ADDREF BID:1485 as well.  |    Christey> Include the names of the affected CGI's, including tst.bat,  |    get32.exe, alibaba.pl, etc."
CVE-1999-0886,Entry,"The security descriptor for RASMAN allows users to point to an alternate location via the Windows NT Service Control Manager.","BID:645   |   URL:http://www.securityfocus.com/bid/645   |   MS:MS99-041   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-041   |   MSKB:Q242294   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q242294   |   XF:nt-rasman-pathname",,"",""
CVE-1999-0887,Entry,"FTGate web interface server allows remote attackers to read files via a .. (dot dot) attack.","BUGTRAQ:19991104 FTGate Version 2.1 Web interface Server Directory Traversal Vulnerability   |   EEYE:AD05261999   |   URL:http://www.eeye.com/html/Research/Advisories/AD05261999.html   |   OSVDB:1137   |   URL:http://www.osvdb.org/1137",,"",""
CVE-1999-0888,Entry,"dbsnmp in Oracle Intelligent Agent allows local users to gain privileges by setting the ORACLE_HOME environmental variable, which dbsnmp uses to find the nmiconf.tcl script.","BID:585   |   URL:http://www.securityfocus.com/bid/585   |   BUGTRAQ:19990817 Security Bug in Oracle   |   XF:oracle-dbsnmp",,"",""
CVE-1999-0889,Entry,"Cisco 675 routers running CBOS allow remote attackers to establish telnet sessions if an exec or superuser password has not been set.","BUGTRAQ:19990810 Cisco 675 password nonsense   |   OSVDB:39   |   URL:http://www.osvdb.org/39   |   XF:cisco-cbos-telnet",,"",""
CVE-1999-0890,Entry,"iHTML Merchant allows remote attackers to obtain sensitive information or execute commands via a code parsing error.","BID:694   |   URL:http://www.securityfocus.com/bid/694   |   BUGTRAQ:19990928 Team Asylum: iHTML Merchant Vulnerabilities   |   CONFIRM:http://www.ihtmlmerchant.com/support_patches_feedback.htm   |   XF:ihtml-merchant-file-access",,"",""
CVE-1999-0891,Entry,"The ""download behavior"" in Internet Explorer 5 allows remote attackers to read arbitrary files via a server-side redirect.","BID:674   |   URL:http://www.securityfocus.com/bid/674   |   CERT-VN:VU#37828   |   URL:http://www.kb.cert.org/vuls/id/37828   |   CIAC:K-002   |   URL:http://www.ciac.org/ciac/bulletins/k-002.shtml   |   MS:MS99-040   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-040   |   MSKB:Q242542   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q242542   |   OSVDB:11274   |   URL:http://www.osvdb.org/11274   |   XF:ie-download-behavior",,"",""
CVE-1999-0892,Entry,"Buffer overflow in Netscape Communicator before 4.7 via a dynamic font whose length field is less than the size of the font.","BUGTRAQ:19991018 Netscape 4.x buffer overflow   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0892",,"",""
CVE-1999-0893,Entry,"userOsa in SCO OpenServer allows local users to corrupt files via a symlink attack.","BUGTRAQ:19991011 SCO OpenServer 5.0.5 overwrite /etc/shadow   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0893   |   XF:sco-openserver-userosa-script",,"",""
CVE-1999-0894,Entry,"Red Hat Linux screen program does not use Unix98 ptys, allowing local users to write to other terminals.","MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0894   |   REDHAT:RHSA1999042-01",,"",""
CVE-1999-0895,Entry,"Firewall-1 does not properly restrict access to LDAP attributes.","BID:725   |   URL:http://www.securityfocus.com/bid/725   |   BUGTRAQ:19991020 Checkpoint FireWall-1 V4.0: possible bug in LDAP authentication   |   URL:http://www.securityfocus.com/templates/archive.pike?list=1&msg=19991020150002.21047.qmail@tarjan.mediaways.net   |   OSVDB:1117   |   URL:http://www.osvdb.org/1117   |   XF:checkpoint-ldap-auth",,"",""
CVE-1999-0896,Entry,"Buffer overflow in RealNetworks RealServer administration utility allows remote attackers to execute arbitrary commands via a long username and password.","BID:767   |   URL:http://www.securityfocus.com/bid/767   |   BUGTRAQ:19991109 RealNetworks RealServer G2 buffer overflow.   |   MISC:http://service.real.com/help/faq/servg260.html   |   XF:realserver-g2-pw-bo",,"",""
CVE-1999-0897,Entry,"iChat ROOMS Webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.","BUGTRAQ:19980908 bug in iChat 3.0 (maybe others)   |   URL:http://marc.info/?l=bugtraq&m=90538488231977&w=2   |   XF:ichat-file-read-vuln",,"",""
CVE-1999-0898,Entry,"Buffer overflows in Windows NT 4.0 print spooler allow remote attackers to gain privileges or cause a denial of service via a malformed spooler request.","BID:768   |   URL:http://www.securityfocus.com/bid/768   |   MS:MS99-047   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-047   |   MSKB:Q243649   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q243649   |   XF:nt-printer-spooler-bo",,"",""
CVE-1999-0899,Entry,"The Windows NT 4.0 print spooler allows a local user to execute arbitrary commands due to inappropriate permissions that allow the user to specify an alternate print provider.","BID:769   |   URL:http://www.securityfocus.com/bid/769   |   MS:MS99-047   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-047   |   MSKB:Q243649   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q243649   |   XF:nt-printer-spooler-bo",,"",""
CVE-1999-0900,Entry,"Buffer overflow in rpc.yppasswdd allows a local user to gain privileges via MD5 hash generation.","DEBIAN:19991027 nis   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0900   |   REDHAT:RHSA1999046-01   |   SUSE:19991023 Security hole in ypserv < 1.3.9",,"",""
CVE-1999-0901,Entry,"ypserv allows a local user to modify the GECOS and login shells of other users.","DEBIAN:19991027 nis   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0901   |   REDHAT:RHSA1999046-01   |   SUSE:19991023 Security hole in ypserv < 1.3.9",,"",""
CVE-1999-0902,Entry,"ypserv allows local administrators to modify password tables.","DEBIAN:19991027 nis   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0902   |   REDHAT:RHSA1999046-01   |   SUSE:19991023 Security hole in ypserv < 1.3.9",,"",""
CVE-1999-0903,Entry,"genfilt in the AIX Packet Filtering Module does not properly filter traffic to destination ports greater than 32767.","BUGTRAQ:19991025 IBM AIX Packet Filter module   |   BUGTRAQ:19991027 Re: IBM AIX Packet Filter module (followup)   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0903   |   XF:aix-genfilt-filtering",,"",""
CVE-1999-0904,Entry,"Buffer overflow in BFTelnet allows remote attackers to cause a denial of service via a long username.","BID:771   |   URL:http://www.securityfocus.com/bid/771   |   BUGTRAQ:19991103 Remote DoS Attack in BFTelnet Server v1.1 for Windows NT   |   XF:bftelnet-username-dos",,"",""
CVE-1999-0905,Entry,"Denial of service in Axent Raptor firewall via malformed zero-length IP options.","BID:736   |   URL:http://www.securityfocus.com/bid/736   |   BUGTRAQ:19991020 Remote DoS in Axent's Raptor 6.0   |   OSVDB:1121   |   URL:http://www.osvdb.org/1121   |   XF:raptor-ipoptions-dos",,"",""
CVE-1999-0906,Entry,"Buffer overflow in sccw allows local users to gain root access via the HOME environmental variable.","BID:656   |   URL:http://www.securityfocus.com/bid/656   |   BUGTRAQ:19990923 SuSE 6.2 sccw overflow exploit   |   SUSE:19990926 Security hole in sccw (Part II)   |   XF:linux-sccw-bo",,"",""
CVE-1999-0907,Entry,"sccw allows local users to read arbitrary files.","BUGTRAQ:19990916 SuSE 6.2 /usr/bin/sccw read any file   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0907   |   SUSE:19990921 Security Hole in sccw-1.1 and earlier",,"",""
CVE-1999-0908,Entry,"Denial of service in Solaris TCP streams driver via a malicious connection that causes the server to panic as a result of recursive calls to mutex_enter.","BID:655   |   URL:http://www.securityfocus.com/bid/655   |   BUGTRAQ:19990921 solaris DoS   |   XF:sun-tcp-mutex-enter-dos",,"",""
CVE-1999-0909,Entry,"Multihomed Windows systems allow a remote attacker to bypass IP source routing restrictions via a malformed packet with IP options, aka the ""Spoofed Route Pointer"" vulnerability.","BID:646   |   URL:http://www.securityfocus.com/bid/646   |   MS:MS99-038   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-038   |   MSKB:Q238453   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q238453   |   NAI:Windows IP Source Routing Vulnerability   |   XF:nt-ip-source-route",,"",""
CVE-1999-0910,Candidate,"Microsoft Site Server and Commercial Internet System (MCIS) do not set an expiration for a cookie, which could then be cached by a proxy and inadvertently used by a different user.","BID:625   |   URL:http://www.securityfocus.com/bid/625   |   MS:MS99-035   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-035",Proposed (19991208),"   ACCEPT(4) Baker, Ozancin, Prosser, Wall  |     MODIFY(2) Frech, Stracener  |     REJECT(1) Cole","Frech> XF:siteserver-cis-cookie-cache  |    Cole> Whether cookies are a vulnerbality is a debate for another time, the  |    question here is whether the  |    expiration feature is a vulnerability and I do not think it is  |    because the underlying concerns for this  |    are present even without this feature.  The expiration feature does  |    not add any new vulenrabilities  |    that are not already present with cookies.  |    Stracener> Add Ref: MSKB Q238647"
CVE-1999-0911,Candidate,"Buffer overflow in ProFTPD, wu-ftpd, and beroftpd allows remote attackers to gain root access via a series of MKD and CWD commands that create nested directories.","BID:612   |   URL:http://www.securityfocus.com/bid/612   |   BUGTRAQ:19990827 ProFTPD   |   BUGTRAQ:19990907 ProFTP-1.2.0pre4 buffer overflow -- once more   |   DEBIAN:19990210   |   URL:http://www.debian.org/security/1999/19990210   |   FREEBSD:FreeBSD-SA-99:03",Modified (20050309),"   ACCEPT(5) Baker, Blake, Cole, Prosser, Stracener  |     MODIFY(1) Frech  |     REVIEWING(1) Christey","Frech> XF:proftpd-long-dir-bo(3399)  |    Christey> Not absolutely sure if this isn't the same as Palmetto  |    (CVE-1999-0368), which describes a similar type of overflow.  |      |    NETBSD:NetBSD-SA1999-003 may refer to CVE-1999-0368:  |    ADDREF URL:ftp://ftp.NetBSD.ORG/pub/NetBSD/misc/security/advisories/NetBSD-SA1999-003.txt.asc  |    Christey> ADDREF CIAC:J-068  |    Include version numbers; too many wu-ftp/etc. problems  |    were published in summer/fall 1999"
CVE-1999-0912,Entry,"FreeBSD VFS cache (vfs_cache) allows local users to cause a denial of service by opening a large number of files.","BID:653   |   URL:http://www.securityfocus.com/bid/653   |   BUGTRAQ:19990921 FreeBSD-specific denial of service   |   OSVDB:1079   |   URL:http://www.osvdb.org/1079   |   XF:freebsd-vfscache-dos",,"",""
CVE-1999-0913,Candidate,"dfire.cgi script in Dragon-Fire IDS allows remote users to execute commands via shell metacharacters.","BID:564   |   URL:http://www.securityfocus.com/bid/564   |   BUGTRAQ:19990804 NSW Dragon Fire gets drowned   |   URL:http://marc.info/?l=bugtraq&m=93383593909438&w=2",Proposed (19991214),"   ACCEPT(2) Blake, Stracener  |     MODIFY(1) Frech  |     NOOP(4) Armstrong, Baker, Cole, LeBlanc  |     REVIEWING(1) Christey","Christey> Some voters should use ABSTAIN.    |    Frech> XF:dragon-fire-ids-metachar(3834)  |    CHANGE> [Armstrong changed vote from REVIEWING to NOOP]"
CVE-1999-0914,Entry,"Buffer overflow in the FTP client in the Debian GNU/Linux netstd package.","BID:324   |   URL:http://www.securityfocus.com/bid/324   |   BUGTRAQ:19990103 [SECURITY] New versions of netstd fixes buffer overflows   |   DEBIAN:19990104",,"",""
CVE-1999-0915,Entry,"URL Live! web server allows remote attackers to read arbitrary files via a .. (dot dot) attack.","BID:746   |   URL:http://www.securityfocus.com/bid/746   |   BUGTRAQ:19991028 URL Live! 1.0 WebServer   |   OSVDB:1129   |   URL:http://www.osvdb.org/1129",,"",""
CVE-1999-0916,Entry,"WebTrends software stores account names and passwords in a file which does not have restricted access permissions.","ISS:19990629 Bad Permissions on Passwords Stored by WebTrends Software   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0916",,"",""
CVE-1999-0917,Entry,"The Preloader ActiveX control used by Internet Explorer allows remote attackers to read arbitrary files.","MS:MS99-018   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-018   |   MSKB:Q231452   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q231452   |   XF:legacy-activex-local-drive",,"",""
CVE-1999-0918,Entry,"Denial of service in various Windows systems via malformed, fragmented IGMP packets.","BID:514   |   URL:http://www.securityfocus.com/bid/514   |   BUGTRAQ:19990703 IGMP fragmentation bug in Windows 98/2000   |   MS:MS99-034   |   URL:https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-034   |   MSKB:Q238329   |   URL:http://support.microsoft.com/default.aspx?scid=kb;[LN];Q238329   |   XF:igmp-dos",,"",""
CVE-1999-0919,Candidate,"A memory leak in a Motorola CableRouter allows remote attackers to conduct a denial of service via a large number of telnet connections.","BUGTRAQ:19980510 Security Vulnerability in Motorola CableRouters   |   URL:http://www.netspace.org/cgi-bin/wa?A2=ind9805B&L=bugtraq&P=R1621   |   XF:motorola-cable-crash(2004)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/2004",Modified (20020226),"   ACCEPT(2) Baker, Cole  |     MODIFY(1) Frech  |     NOOP(7) Armstrong, Christey, Landfield, LeBlanc, Ozancin, Stracener, Wall  |     REVIEWING(1) Levy","Christey> This candidate is unconfirmed by the vendor.  |    Frech> XF:motorola-cable-crash  |    Christey> This has enough votes, but not the ""confidence"" yet (until we  |    resolve the question of the amount of verification needed  |    for CVE)."
CVE-1999-0920,Entry,"Buffer overflow in the pop-2d POP daemon in the IMAP package allows remote attackers to gain privileges via the FOLD command.","BID:283   |   URL:http://www.securityfocus.com/bid/283   |   BUGTRAQ:19990526 Remote vulnerability in pop2d   |   DEBIAN:19990607a   |   XF:pop2-fold-bo",,"",""
CVE-1999-0921,Entry,"BMC Patrol allows any remote attacker to flood its UDP port, causing a denial of service.","BID:1879   |   URL:http://www.securityfocus.com/bid/1879   |   BUGTRAQ:19990409 Patrol security bugs   |   URL:http://www.securityfocus.com/archive/1/13204   |   XF:bmc-patrol-udp-dos(4291)   |   URL:http://www.iss.net/security_center/static/4291.php",,"",""
CVE-1999-0922,Entry,"An example application in ColdFusion Server 4.0 allows remote attackers to view source code via the sourcewindow.cfm file.","ALLAIRE:ASB99-02   |   URL:http://www.allaire.com/handlers/index.cfm?ID=8739&Method=Full   |   XF:coldfusion-sourcewindow",,"",""
CVE-1999-0923,Candidate,"Sample runnable code snippets in ColdFusion Server 4.0 allow remote attackers to read files, conduct a denial of service, or use the server as a proxy for other HTTP calls.","ALLAIRE:ASB99-02   |   URL:http://www.allaire.com/handlers/index.cfm?ID=8739&Method=Full",Proposed (20010214),"   ACCEPT(2) Baker, Cole  |     MODIFY(1) Frech  |     NOOP(1) Christey","Frech> XF:coldfusion-source-display(1741)  |    XF:coldfusion-syntax-checker(1742)  |    XF:coldfusion-file-existence(1743)  |    XF:coldfusion-sourcewindow(1744)  |    Christey> List all affected runnable code snippets to facilitate  |    search, which may include:  |    viewexample.cfm (though could that be part of CVE-1999-0922?)"
CVE-1999-0924,Entry,"The Syntax Checker in ColdFusion Server 4.0 allows remote attackers to conduct a denial of service.","ALLAIRE:ASB99-02   |   URL:http://www.allaire.com/handlers/index.cfm?ID=8739&Method=Full   |   OSVDB:3236   |   URL:http://www.osvdb.org/3236   |   XF:coldfusion-syntax-checker(1742)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/1742",,"",""
CVE-1999-0925,Candidate,"UnityMail allows remote attackers to conduct a denial of service via a large number of MIME headers.","BUGTRAQ:19980903 Web servers / possible DOS Attack / mime header flooding   |   URL:http://marc.info/?l=bugtraq&m=90486243124867&w=2",Modified (20020829),"   ACCEPT(2) Baker, Stracener  |     MODIFY(1) Frech  |     NOOP(1) Christey  |     REVIEWING(1) Levy","Frech> XF:unitymail-web-dos(1630)  |    Christey> BID:1760  |    URL:http://www.securityfocus.com/bid/1760  |    Christey> Affected version is 2.0  |    Change date of Bugtraq post - it was 1998."
CVE-1999-0926,Candidate,"Apache allows remote attackers to conduct a denial of service via a large number of MIME headers.","BUGTRAQ:19990903 Web servers / possible DOS Attack / mime header flooding   |   URL:http://archives.neohapsis.com/archives/bugtraq/1998_3/0742.html",Proposed (20010912),"   ACCEPT(1) Cole  |     MODIFY(1) Frech  |     NOOP(3) Christey, Foat, Wall","Christey> BID:1760  |    URL:http://www.securityfocus.com/bid/1760  |    Frech> XF:unitymail-web-dos(1630)"
CVE-1999-0927,Entry,"NTMail allows remote attackers to read arbitrary files via a .. (dot dot) attack.","BID:279   |   URL:http://www.securityfocus.com/bid/279   |   EEYE:AD05261999   |   URL:http://www.eeye.com/html/Research/Advisories/AD05261999.html   |   XF:ntmail-fileread",,"",""
CVE-1999-0928,Entry,"Buffer overflow in SmartDesk WebSuite allows remote attackers to cause a denial of service via a long URL.","BID:278   |   URL:http://www.securityfocus.com/bid/278   |   BUGTRAQ:19990525 Buffer overflow in SmartDesk WebSuite v2.1   |   XF:websuite-dos",,"",""
CVE-1999-0929,Candidate,"Novell NetWare with Novell-HTTP-Server or YAWN web servers allows remote attackers to conduct a denial of service via a large number of HTTP GET requests.","BUGTRAQ:19990616 Novell NetWare webservers DoS   |   MISC:https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0929",Interim (19991229),"   ACCEPT(4) Armstrong, Blake, Cole, Stracener  |     MODIFY(1) Frech  |     NOOP(1) Baker","Frech> XF:novell-webserver-dos(2287)"
CVE-1999-0930,Entry,"wwwboard allows a remote attacker to delete message board articles via a malformed argument.","BID:1795   |   URL:http://www.securityfocus.com/bid/1795   |   BUGTRAQ:19980903 wwwboard.pl vulnerability   |   CONFIRM:http://www.worldwidemart.com/scripts/faq/wwwboard/q5.shtml   |   XF:http-cgi-wwwboard(2344)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/2344",,"",""
CVE-1999-0931,Entry,"Buffer overflow in Mediahouse Statistics Server allows remote attackers to execute commands.","BID:734   |   URL:http://www.securityfocus.com/bid/734   |   BUGTRAQ:19990930 Security flaw in Mediahouse Statistics Server v4.28 & 5.01   |   XF:mediahouse-stats-login-bo",,"",""
